PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Agonist Activity,Agonist Potency (uM),Agonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,OPENADMET_CANONICAL_SMILES,INCHIKEY
9351,170464875.0,60857.0,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
9352,170465917.0,157355.0,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-JVCRWLNRSA-N
9353,170465037.0,9794197.0,C[N+](C)(C)CC(CC(=O)[O-])O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,C[N+](C)(C)CC(O)CC(=O)[O-],PHIQHXFUZVPYII-UHFFFAOYSA-N
9354,170465451.0,443939.0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Inactive,0.0,,,inactive,inactive,,0,active antagonist,7.21552,-88.9555,Microsource,COC1=CC=CC2=C(O)C3=C(C(=O)C4=C(C[C@@](O)(C(=O)CO)C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=O)C(O)=C12,XZTGINNGSQCYPR-TZSSRYMLSA-N
9355,170465380.0,60196356.0,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@H]3C(=O)O)C2=CC=CC=C2)C(=O)C1=O,IVBHGBMCVLDMKU-RDNQGFKOSA-N
9356,170465387.0,11953897.0,CN1N=C(C(=O)N=C1SCC2=C(N3C(=O)[C@H]([C@H]3SC2)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)C(=O)[O-])[O-].CN1N=C(C(=O)N=C1SCC2=C(N3C(=O)[C@H]([C@H]3SC2)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)C(=O)[O-])[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3=NC(=O)C(=O)NN3C)CS[C@H]12)C1=CSC(N)=N1,VAAUVRVFOQPIGI-SPQHTLEESA-N
9357,170465098.0,23681107.0,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,OGSPWJRAVKPPFI-UHFFFAOYSA-N
9358,170465255.0,7048801.0,[C@@H]([C@H](C(=O)O)S)(C(=O)O)S,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,O=C(O)[C@H](S)[C@@H](S)C(=O)O,ACTRVOBWPAIOHC-JCYAYHJZSA-N
9359,170465600.0,124886.0,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,RWSXRVCMGQZWBV-WDSKDSINSA-N
9360,170465326.0,441314.0,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Prestwick,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IBAQFPQHRJAVAV-ULAWRXDQSA-N
9361,170465209.0,101526.0,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Prestwick,COC1=C(N2C[C@@H]3CCCN[C@@H]3C2)C(F)=CC2=C1N(C1CC1)C=C(C(=O)O)C2=O,FABPRXSRWADJSP-MEDUHNTESA-N
9362,170465287.0,64722.0,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24.Cl,Inactive,0.0,,,inactive,inactive,,0,active antagonist,29.8493,-107.928,"Prestwick Chemical, Inc.",CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C32)C1,MJFJKKXQDNNUJF-UHFFFAOYSA-N
9363,170465253.0,23704143.0,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc.",CCOC1=CC=C2C=CC=CC2=C1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,GPXLMGHLHQJAGZ-JTDSTZFVSA-N
9364,170465913.0,135413497.0,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Tocris,NC1=NC(C2=CC=CC=C2)=C(Br)C(=O)N1,CIUUIPMOFZIWIZ-UHFFFAOYSA-N
9365,170464992.0,9862176.0,C1=CC(=CN=C1)CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,O=P(O)(O)C(O)(CC1=CC=CN=C1)P(=O)(O)O,IIDJRNMFWXDHID-UHFFFAOYSA-N
9366,170465627.0,6433169.0,C[C@H]([C@H](C1=CC=CC=C1)O)N.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,C[C@@H](N)[C@@H](O)C1=CC=CC=C1,DLNKOYKMWOXYQA-VXNVDRBHSA-N
9367,170465008.0,5284596.0,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource,C=CCN1CC[C@]23C4=C5C=CC(O)=C4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,UZHSEJADLWPNLE-GRGSLBFTSA-N
9368,170464759.0,3011155.0,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Selleck,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N
9369,170465836.0,656583.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Selleck,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,RLQVKDVIBJCQGE-WDUCDQOOSA-N
9370,170465191.0,63047.0,CCCCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Selleck,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CKHSUZOTJQWRKZ-OMPPIWKSSA-N
9371,170466888.0,54671008.0,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Selleck,CC1=NN=C(C(=O)NC(C)(C)C2=NC(C(=O)NCC3=CC=C(F)C=C3)=C(O)C(=O)N2C)O1,CZFFBEXEKNGXKS-UHFFFAOYSA-N
9372,170465399.0,135449332.0,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,19.9496,-60.9709,Selleck,CC1=CC=C(N2NC(C)=C(N=NC3=CC=CC(C4=CC=CC(C(=O)O)=C4)=C3O)C2=O)C=C1C,SVOQIEJWJCQGDQ-UHFFFAOYSA-N
9373,170465193.0,229455.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CC[C@H]35,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Selleck,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1=CC=CC=C1)CC(=O)CC4,YAVZJESPWDUVFZ-RYIFMDQWSA-N
9374,170464836.0,107807.0,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Selleck,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,IPVQLZZIHOAWMC-QXKUPLGCSA-N
9375,170466164.0,121396.0,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,LCQLHJZYVOQKHU-VKHMYHEASA-N
9376,170466587.0,24750.0,CCCCCCCCCCCCOCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CCCCCCCCCCCCOCCO,SFNALCNOMXIBKG-UHFFFAOYSA-N
9377,170466842.0,1623625.0,CCCCC/C(=C\C1=CC=CC=C1)/C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CCCCC/C(C=O)=C\C1=CC=CC=C1,HMKKIXGYKWDQSV-SDNWHVSQSA-N
9378,170465686.0,23697816.0,C12=C(NC(=O)NC1=O)[N-]C(=O)N2.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,O=C1NC(=O)C2=C(N1)NC(=O)N2,LEHOTFFKMJEONL-UHFFFAOYSA-N
9379,170466355.0,65784.0,CC(=O)N1C[C@@H](C[C@H]1C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CC(=O)N1C[C@H](O)C[C@H]1C(=O)O,BAPRUDZDYCKSOQ-RITPCOANSA-N
9380,170465474.0,3423265.0,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CCCCCCCCCCCCOS(=O)(=O)O,MOTZDAYCYVMXPC-UHFFFAOYSA-N
9381,170465971.0,60182.0,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=C(Cl)C(Cl)=C1,QNQZBKQEIFTHFZ-UHFFFAOYSA-N
9382,170465505.0,6306.0,CC[C@H](C)[C@@H](C(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CC[C@H](C)[C@H](N)C(=O)O,AGPKZVBTJJNPAG-WHFBIAKZSA-N
9383,170466869.0,5281769.0,C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,O=C(/C=C/C1=CC=C(O)C(O)=C1)O[C@@H]1C[C@@](OC(=O)/C=C/C2=CC=C(O)C(O)=C2)(C(=O)O)C[C@@H](O)[C@@H]1O,YDDUMTOHNYZQPO-RVXRWRFUSA-N
9384,170466047.0,72187527.0,C1CC2C[C@H]1[C@H]3[C@@H]2CN(C3)NC(=O)C4=CC(=C(C=C4)Cl)S(=O)(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,NS(=O)(=O)C1=CC(C(=O)NN2C[C@H]3[C@H]4CCC(C4)[C@H]3C2)=CC=C1Cl,UHLOVGKIEARANS-FZMOHWGLSA-N
9385,170466352.0,26762.0,CC(CC1=CC=CC=C1)N(C)CC2=CC=CO2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(CC1=CC=CC=C1)N(C)CC1=CC=CO1,DLGIIZAHQPTVCJ-UHFFFAOYSA-N
9386,170466100.0,129109.0,CC(C(=O)N1C(CN(C1=O)C)C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(NC(CCC1=CC=CC=C1)C(=O)O)C(=O)N1C(=O)N(C)CC1C(=O)O,VFAVNRVDTAPBNR-UHFFFAOYSA-N
9387,170465570.0,9552071.0,C[C@@H](NCC(CN[C@@H](/C(=N/O)/C)C)(C)C)/C(=N/O)/C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O,BPNZYADGDZPRTK-UDUYQYQQSA-N
9388,170465590.0,11969781.0,CC1C(C(CC(O1)OC2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOC(C6)OC)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,0.0980846,-80.4495,GVK,COC1=CC=CC2=C(O)C3=C(C(=O)C4=C(C[C@@](O)(C(=O)CO)CC4OC4CC(N5CCOC(OC)C5)C(O)C(C)O4)C3=O)C(O)=C12,KZXYRCGNRVKTOI-WQKZQJHCSA-N
9389,170465976.0,3034020.0,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCCC(CCCCC(=O)OC)SC(=O)C)/C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)CCCCC(CCSS/C(CCO)=C(\C)N(C=O)CC1=CN=C(C)N=C1N)SC(C)=O,VJTXQHYNRDGLON-LTGZKZEYSA-N
9390,170466632.0,80274.0,CN1CC2=C(C=CC(=C2)C(=O)N3CCC(CC3)C4CCNCC4)N[C@H](C1=O)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CN1CC2=CC(C(=O)N3CCC(C4CCNCC4)CC3)=CC=C2N[C@@H](CC(=O)O)C1=O,PYZOVVQJTLOHDG-FQEVSTJZSA-N
9391,170466633.0,10693833.0,CN1CC2=C(C=CC(=C2)C(=O)N3CCC(CC3)C4CCNCC4)N[C@@H](C1=O)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CN1CC2=CC(C(=O)N3CCC(C4CCNCC4)CC3)=CC=C2N[C@H](CC(=O)O)C1=O,PYZOVVQJTLOHDG-HXUWFJFHSA-N
9392,170466530.0,36143.0,C1=CC(=CC=C1[C@@H](C(=O)O)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,N[C@H](C(=O)O)C1=CC=C(O)C=C1,LJCWONGJFPCTTL-ZETCQYMHSA-N
9393,170465438.0,11650.0,C(=N)(N)N.C(=N)(N)N.C(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,N=C(N)N,ZRALSGWEFCBTJO-UHFFFAOYSA-N
9394,170465327.0,7027.0,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,PHOQVHQSTUBQQK-SQOUGZDYSA-N
9395,170465548.0,6904.0,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,O=C(C(O)CO)[C@H](O)[C@@H](O)CO,DWJZKGYQNOQQEZ-LJJLCWGRSA-N
9396,170465465.0,31202.0,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,26.6032,-61.7619,SIGMA,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,QDYLMAYUEZBUFO-UHFFFAOYSA-N
9397,170466853.0,6057.0,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,OUYCCCASQSFEME-QMMMGPOBSA-N
9398,170465890.0,6999030.0,C1=CC(=C(C=C1[C@@H]([C@@H](C(=O)O)N)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,N[C@H](C(=O)O)[C@@H](O)C1=CC=C(O)C(O)=C1,QXWYKJLNLSIPIN-YUMQZZPRSA-N
9399,170464883.0,3037582.0,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,DSLZVSRJTYRBFB-DUHBMQHGSA-N
9400,170465810.0,182230.0,CC(=O)N[C@@H](CCC(=O)N)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CC(=O)N[C@@H](CCC(N)=O)C(=O)O,KSMRODHGGIIXDV-YFKPBYRVSA-N
9401,170465822.0,11296583.0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,Inactive,0.0,,,inactive,inactive,,0,active antagonist,1.28312,-95.9289,SIGMA,COC1=CC=CC2=C(O)C3=C(C(=O)C4=C(C[C@@](O)(C(=O)CO)C[C@@H]4O[C@H]4C[C@H](N)[C@H](O[C@@H]5CCCCO5)[C@H](C)O4)C3=O)C(O)=C12,UTZKHRPBILWNJL-YXRRJAAWSA-N
9402,170466876.0,644280.0,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)OC2=CC(=C(C(=C2)I)O)I,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,N[C@@H](CC1=CC=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(=O)O,HZCBWYNLGPIQRK-LBPRGKRZSA-N
9403,170466203.0,11273.0,C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Prestwick,C[C@]12CCC(=O)C(=O)C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,ZMEULISFKSVRLQ-AZXRADLDSA-N
9404,170465958.0,42373.0,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Prestwick,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(C(C)=O)=C1,JOATXPAWOHTVSZ-UHFFFAOYSA-N
9405,170466258.0,5281613.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Prestwick,COC1=CC=C(C2=CC(=O)C3=C(O)C=C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C=C3O2)C=C1O,GZSOSUNBTXMUFQ-YFAPSIMESA-N
9406,170466133.0,23667639.0,CC1(OC[C@H]2[C@@H](O1)[C@H]3[C@@](O2)(OC(O3)(C)C)C(=O)[O-])C.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA,CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1,FWCBATIDXGJRMF-FLNNQWSLSA-N
9407,251919661.0,12083.0,COC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,COC(=O)C1=CC=C([N+](=O)[O-])C=C1,YOJAHJGBFDPSDI-UHFFFAOYSA-N
9408,251919763.0,15884.0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CC1=CC(C)=C(O)C(C(C)(C)C)=C1,OPLCSTZDXXUYDU-UHFFFAOYSA-N
9409,251919680.0,7569.0,CCCCCCCCC1=CC=C(C=C1)NC2=CC=C(C=C2)CCCCCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1,QAPVYZRWKDXNDK-UHFFFAOYSA-N
9410,251919655.0,31245.0,CCCC(C)C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CCCC(C)C=O,FTZILAQGHINQQR-UHFFFAOYSA-N
9411,251919776.0,4679699.0,C1=C(C=C(C(=C1N)O)Cl)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,active antagonist,56.6142,-43.0395,AK Scientific,NC1=CC([N+](=O)[O-])=CC(Cl)=C1O,TWLMSPNQBKSXOP-UHFFFAOYSA-N
9412,251919671.0,56160.0,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)Cl)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(Cl)=CC(OC)=N1,NSWAMPCUPHPTTC-UHFFFAOYSA-N
9413,251919769.0,10353.0,CC1CCC(CC1)C(C)(C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CC1CCC(C(C)(C)O)CC1,UODXCYZDMHPIJE-UHFFFAOYSA-N
9414,251919656.0,110862.0,CC1CNCC(O1)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CC1CNCC(C)O1,HNVIQLPOGUDBSU-UHFFFAOYSA-N
9415,251919829.0,56208.0,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,O=C(O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,XBHBWNFJWIASRO-UHFFFAOYSA-N
9416,251919728.0,22947.0,CC1(C(=O)N(C(=O)N1CO)CO)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CC1(C)C(=O)N(CO)C(=O)N1CO,WSDISUOETYTPRL-UHFFFAOYSA-N
9417,251919834.0,6850837.0,CC1=CC=C(C=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)C)[C@@H](CO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CC1=CC=C(C2OC[C@@H]3OC(C4=CC=C(C)C=C4)O[C@H]([C@H](O)CO)[C@@H]3O2)C=C1,LQAFKEDMOAMGAK-RLCYQCIGSA-N
9418,251919777.0,7091.0,C1=CC=C2C=C(C(=CC2=C1)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,OC1=CC2=CC=CC=C2C=C1O,JRNGUTKWMSBIBF-UHFFFAOYSA-N
9419,251919693.0,87048.0,COP(=S)(N)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,COP(N)(=S)OC,NKYPKIVMIGIWOB-UHFFFAOYSA-N
9420,251919741.0,8705.0,CC1=CC2=NNN=C2C=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CC1=CC=C2NN=NC2=C1,LRUDIIUSNGCQKF-UHFFFAOYSA-N
9421,251919808.0,5282451.0,C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.[Ca+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,O=C(O)C[C@H](O)C[C@H](O)/C=C/C1=C(C2CC2)N=C2C=CC=CC2=C1C1=CC=C(F)C=C1,VGYFMXBACGZSIL-MCBHFWOFSA-N
9422,251919792.0,18302.0,C(CO)C(CO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,OCCC(O)CO,ARXKVVRQIIOZGF-UHFFFAOYSA-N
9423,251919785.0,90004.0,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)NCCCCCCNC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,CC(C)(C)C1=C(O)C(C(C)(C)C)=CC(CCC(=O)NCCCCCCNC(=O)CCC2=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C2)=C1,OKOBUGCCXMIKDM-UHFFFAOYSA-N
9424,251919744.0,28532.0,C1=CC(=C(C=C1[N+](=O)[O-])C#N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,AK Scientific,N#CC1=CC([N+](=O)[O-])=CC=C1N,MGCGMYPNXAFGFA-UHFFFAOYSA-N
9425,251919699.0,31238.0,CCCCCCCCCCCCCC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar,CCCCCCCCCCCCCC1=CC=CC=C1,MCVUKOYZUCWLQQ-UHFFFAOYSA-N
9426,251919781.0,15452.0,C(COCCC#N)C#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar,N#CCCOCCC#N,BCGCCTGNWPKXJL-UHFFFAOYSA-N
9427,251919819.0,5355850.0,CCC(=O)OC/C=C/C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar,CCC(=O)OC/C=C/C1=CC=CC=C1,KGDJMNKPBUNHGY-RMKNXTFCSA-N
